pdbid,pose,rmsd,head
1eby,1eby_470,3.630,-48.9670
1eby,1eby_472,3.000,-35.6020
1eby,1eby_634,6.490,-14.2690
1eby,1eby_641,8.770,-11.3310
1eby,1eby_645,8.970,-16.1150
1eby,1eby_647,8.550,-13.2360
1eby,1eby_649,7.170,-6.6760
1eby,1eby_658,4.630,-21.2370
1eby,1eby_659,7.660,-14.4970
1eby,1eby_667,6.110,-24.1720
1h22,1h22_494,4.000,-16.1740
1h22,1h22_506,3.900,-3.2550
1h22,1h22_512,3.270,-2.5400
1h22,1h22_527,4.150,-13.7330
1h22,1h22_535,5.210,1.1120
1h22,1h22_540,4.780,2.7910
1h22,1h22_543,6.710,0.6480
1h22,1h22_565,7.070,-6.2100
1h23,1h23_588,7.010,-7.3310
1h23,1h23_589,6.970,-4.2450
1h23,1h23_590,4.170,-3.5240
1h23,1h23_597,6.230,-7.7160
1h23,1h23_621,4.260,-0.5340
1h23,1h23_640,5.500,-10.8770
1h23,1h23_641,6.120,1.4370
1h23,1h23_643,9.640,-2.8440
1eby,1eby_297,3.360,1.9070
1eby,1eby_299,0.810,9.6560
1eby,1eby_326,1.900,8.9380
1eby,1eby_350,9.690,6.5190
1eby,1eby_361,0.860,10.5340
1eby,1eby_364,0.950,10.2210
1eby,1eby_372,9.300,6.4670
1eby,1eby_414,3.780,-28.3860
1h22,1h22_4,2.020,8.5050
1h22,1h22_403,4.390,-0.6240
1h22,1h22_423,3.760,-17.9870
1h22,1h22_442,5.130,-2.0130
1h22,1h22_448,1.960,0.3700
1h22,1h22_464,4.150,-8.3220
1h22,1h22_471,4.540,-17.2360
1h22,1h22_477,6.330,4.6230
1h22,1h22_569,5.010,-3.3470
1h22,1h22_573,5.110,-7.5640
1h22,1h22_590,6.500,-6.7930
1h22,1h22_595,5.620,-9.6690
1h22,1h22_596,7.900,-8.2160
1h22,1h22_606,5.330,-5.6640
1h22,1h22_651,6.710,0.7810
1h22,1h22_653,6.860,-3.4960
1eby,1eby_779,7.250,2.2130
1eby,1eby_791,5.730,2.1110
1eby,1eby_792,6.300,2.6620
1eby,1eby_803,1.780,7.9130
1eby,1eby_813,1.740,9.6100
1eby,1eby_826,3.010,3.3500
1eby,1eby_848,1.500,8.5670
1g2k,1g2k_209,1.050,7.1680
1eby,1eby_767,7.170,2.0430
1eby,1eby_769,6.100,5.2070
1eby,1eby_770,5.020,6.2910
1eby,1eby_771,9.270,5.0660
1eby,1eby_772,5.360,4.2420
1eby,1eby_773,8.410,5.5590
1eby,1eby_774,5.980,5.4330
1eby,1eby_777,9.300,5.5260
1eby,1eby_231,2.090,4.8540
1eby,1eby_233,1.830,8.2130
1eby,1eby_237,2.520,2.3730
1eby,1eby_238,0.950,10.1050
1eby,1eby_244,1.200,8.7890
1eby,1eby_245,2.010,5.6600
1eby,1eby_255,2.530,7.7740
1eby,1eby_259,2.570,5.1870
1eby,1eby_262,1.010,8.9680
1eby,1eby_265,0.780,10.1430
1eby,1eby_266,2.030,4.3660
1eby,1eby_269,0.880,8.1670
1eby,1eby_271,1.780,9.9930
1eby,1eby_279,1.870,7.9880
1eby,1eby_294,1.860,5.8180
1eby,1eby_295,0.870,8.3180
1nc1,1nc1_142,9.910,4.0280
1nc1,1nc1_144,1.100,3.4660
1nc1,1nc1_152,9.960,4.3310
1nc1,1nc1_161,9.920,4.1580
1nc1,1nc1_172,9.930,4.1490
1nc1,1nc1_18,0.580,7.3880
1nc1,1nc1_207,0.790,7.5760
1nc1,1nc1_275,1.200,3.5630
1h22,1h22_679,6.330,-13.5210
1h22,1h22_685,5.790,2.0680
1h22,1h22_692,6.130,-7.2760
1h22,1h22_716,2.980,7.1070
1h22,1h22_722,1.670,7.2520
1h22,1h22_738,2.590,7.3800
1h22,1h22_75,6.150,6.5250
1h22,1h22_772,7.390,2.3330
1nc1,1nc1_473,2.490,-16.0370
1nc1,1nc1_480,4.950,-8.3590
1nc1,1nc1_495,2.840,-13.4630
1nc1,1nc1_498,5.250,-9.8260
1nc1,1nc1_513,6.770,-1.9110
1nc1,1nc1_526,1.850,-24.3310
1nc1,1nc1_527,6.600,-4.0910
1nc1,1nc1_529,2.080,-9.9870
1nc1,1nc1_410,2.260,-10.7640
1nc1,1nc1_422,5.320,-5.9870
1nc1,1nc1_427,1.810,-0.8010
1nc1,1nc1_431,1.010,-3.1850
1nc1,1nc1_437,5.130,-6.8560
1nc1,1nc1_441,5.150,-6.4810
1nc1,1nc1_443,1.190,-6.4370
1nc1,1nc1_449,2.190,-16.9310
1nc1,1nc1_566,2.660,-8.2760
1nc1,1nc1_570,2.190,-14.1990
1nc1,1nc1_573,6.630,-4.5610
1nc1,1nc1_575,1.550,-4.1950
1nc1,1nc1_576,5.000,-9.9010
1nc1,1nc1_585,4.970,-10.9400
1nc1,1nc1_587,6.490,-6.5190
1nc1,1nc1_591,6.090,-5.8820
1nc1,1nc1_536,1.140,-1.1820
1nc1,1nc1_538,5.560,-7.9960
1nc1,1nc1_539,5.390,-6.7650
1nc1,1nc1_546,6.740,-3.9150
1nc1,1nc1_550,6.550,-3.4230
1nc1,1nc1_551,4.990,-7.4100
1nc1,1nc1_552,5.790,-6.0220
1nc1,1nc1_558,1.450,-6.3950
1h22,1h22_156,1.040,8.4400
1h22,1h22_186,2.910,6.8930
1h22,1h22_187,1.330,7.5650
1h22,1h22_197,1.280,6.9610
1h22,1h22_212,1.930,6.3980
1h22,1h22_225,4.970,3.4080
1h22,1h22_231,4.970,7.4250
1h22,1h22_238,2.560,5.8630
1h22,1h22_311,7.240,7.7410
1h22,1h22_313,7.610,7.8950
1h22,1h22_319,3.940,7.3100
1h22,1h22_346,0.640,9.3460
1h22,1h22_354,5.100,8.5860
1h22,1h22_363,0.860,9.2870
1h22,1h22_384,1.950,8.8110
1h22,1h22_393,2.010,7.8730
1nc1,1nc1_667,5.230,-0.8000
1nc1,1nc1_670,2.110,-6.8340
1nc1,1nc1_685,7.970,1.5370
1nc1,1nc1_690,4.960,-2.6050
1nc1,1nc1_692,4.180,-4.0730
1nc1,1nc1_695,2.250,-9.4180
1nc1,1nc1_696,5.560,-12.4740
1nc1,1nc1_724,0.330,7.6260
1nc3,1nc3_491,2.010,-3.0760
1nc3,1nc3_499,1.890,-3.5700
1nc3,1nc3_501,0.870,0.4280
1nc3,1nc3_518,1.890,1.2890
1nc3,1nc3_524,5.730,-8.5480
1nc3,1nc3_525,1.620,-1.1020
1nc3,1nc3_533,0.870,-2.0980
1nc3,1nc3_538,0.970,-0.1080
1nc1,1nc1_634,4.950,-7.3210
1nc1,1nc1_643,6.120,-2.3920
1nc1,1nc1_648,6.060,-6.3410
1nc1,1nc1_659,4.980,-5.3930
1nc1,1nc1_661,7.740,-1.5450
1nc1,1nc1_663,7.810,-4.5710
1nc1,1nc1_664,4.910,-8.4860
1nc1,1nc1_665,4.720,-5.7750
1nc1,1nc1_596,2.340,-10.9080
1nc1,1nc1_597,6.520,-6.0190
1nc1,1nc1_598,7.600,-4.9570
1nc1,1nc1_6,0.510,6.0830
1nc1,1nc1_612,5.220,-8.9480
1nc1,1nc1_615,0.950,-4.5880
1nc1,1nc1_62,8.140,2.4490
1nc1,1nc1_624,7.200,-3.7490
1nc3,1nc3_597,2.030,-11.1510
1nc3,1nc3_598,1.030,-3.2230
1nc3,1nc3_602,3.040,1.3880
1nc3,1nc3_603,5.080,-6.7810
1nc3,1nc3_614,4.480,-3.1560
1nc3,1nc3_615,5.000,-3.6850
1nc3,1nc3_622,4.760,-6.1970
1nc3,1nc3_625,2.590,-1.6650
1h23,1h23_370,7.490,7.9000
1h23,1h23_377,7.400,7.9120
1h23,1h23_403,5.800,-14.9820
1h23,1h23_425,6.660,-7.5420
1h23,1h23_43,1.380,7.9000
1h23,1h23_432,3.950,-16.1320
1h23,1h23_438,5.200,-17.0960
1h23,1h23_451,4.110,-19.2970
1nc3,1nc3_437,1.560,-4.2800
1nc3,1nc3_442,5.180,-5.1830
1nc3,1nc3_454,0.890,3.4250
1nc3,1nc3_466,2.250,-0.7440
1nc3,1nc3_471,5.450,-6.3760
1nc3,1nc3_478,2.170,-0.8980
1nc3,1nc3_488,1.730,0.7540
1nc3,1nc3_490,5.270,-7.5530
1nc3,1nc3_551,5.660,-1.4280
1nc3,1nc3_552,2.480,-10.9820
1nc3,1nc3_562,6.240,-4.2550
1nc3,1nc3_563,2.330,-2.2380
1nc3,1nc3_576,1.570,-9.2730
1nc3,1nc3_581,5.880,-1.3420
1nc3,1nc3_583,2.180,-5.2480
1nc3,1nc3_585,4.960,-6.7580
1h23,1h23_648,7.220,-0.2810
1h23,1h23_660,4.340,-11.3150
1h23,1h23_663,5.640,2.6270
1h23,1h23_667,7.950,-7.1730
1h23,1h23_669,6.290,-4.1720
1h23,1h23_676,7.950,-6.7320
1h23,1h23_678,6.120,-22.6110
1h23,1h23_686,7.520,1.3400
1nc1,1nc1_739,0.590,7.5470
1nc1,1nc1_75,1.830,2.3280
1nc1,1nc1_763,0.930,7.2750
1nc1,1nc1_853,0.710,7.4280
1nc1,1nc1_865,0.570,7.4810
1nc3,1nc3_178,0.510,8.7420
1nc3,1nc3_408,1.440,6.6420
1nc3,1nc3_409,0.960,5.0410
1h22,1h22_241,3.990,6.5140
1h22,1h22_261,3.770,4.1340
1h22,1h22_267,3.710,7.8920
1h22,1h22_276,3.550,5.8470
1h22,1h22_288,5.250,8.0430
1h22,1h22_291,4.130,3.7820
1h22,1h22_292,1.790,2.9090
1h22,1h22_300,3.000,7.1430
1h22,1h22_774,5.170,3.4780
1h22,1h22_777,7.500,2.6160
1h22,1h22_783,7.480,0.7430
1h22,1h22_786,6.130,0.3070
1h22,1h22_788,7.260,-1.2930
1h22,1h22_812,1.920,6.2200
1h22,1h22_828,4.470,6.4190
1h22,1h22_852,1.550,8.0110
1h22,1h22_864,4.940,4.3200
1h22,1h22_89,7.320,7.5580
1h22,1h22_918,2.020,6.6770
1h22,1h22_95,2.960,8.7780
1h22,1h22_957,6.180,7.2410
1h23,1h23_12,1.810,6.6350
1h23,1h23_138,6.250,5.3810
1h23,1h23_140,6.190,6.5890
1mq6,1mq6_976,5.650,2.8380
1mq6,1mq6_977,2.870,4.0360
1mq6,1mq6_978,3.250,3.2940
1nc1,1nc1_103,9.810,4.4070
1nc1,1nc1_121,9.930,4.0150
1nc1,1nc1_126,9.630,4.1780
1nc1,1nc1_13,0.700,7.7970
1nc1,1nc1_133,9.800,4.5020
1h23,1h23_471,2.990,-1.1380
1h23,1h23_476,2.940,-13.9050
1h23,1h23_496,5.950,-5.3120
1h23,1h23_5,2.810,5.3990
1h23,1h23_549,6.450,-1.5220
1h23,1h23_552,5.920,-7.2390
1h23,1h23_579,4.600,-2.5310
1h23,1h23_584,4.000,-8.7040
1k1i,1k1i_447,4.220,-14.3590
1k1i,1k1i_45,2.670,8.3680
1k1i,1k1i_464,7.220,-2.5220
1k1i,1k1i_475,6.210,-24.0040
1k1i,1k1i_495,3.000,-7.6590
1k1i,1k1i_496,6.840,-3.7000
1k1i,1k1i_513,7.090,0.9700
1k1i,1k1i_521,6.620,-5.1620
1k1i,1k1i_201,3.340,2.5610
1k1i,1k1i_204,1.780,5.1940
1k1i,1k1i_207,6.130,3.6290
1k1i,1k1i_214,5.080,4.8500
1k1i,1k1i_247,5.700,0.4210
1k1i,1k1i_250,4.900,-2.2980
1k1i,1k1i_252,5.340,3.9140
1k1i,1k1i_253,3.750,3.1130
1k1i,1k1i_308,3.940,7.4840
1k1i,1k1i_355,5.150,7.0390
1k1i,1k1i_357,4.120,6.2650
1k1i,1k1i_358,4.850,7.6650
1k1i,1k1i_36,2.300,7.6180
1k1i,1k1i_37,2.230,5.9460
1k1i,1k1i_377,5.350,6.0130
1k1i,1k1i_379,4.520,7.3060
1k1i,1k1i_258,2.340,2.3970
1k1i,1k1i_260,3.670,-1.0480
1k1i,1k1i_273,4.260,0.4790
1k1i,1k1i_275,5.200,2.8310
1k1i,1k1i_282,6.050,3.2080
1k1i,1k1i_287,4.020,-0.9640
1k1i,1k1i_295,1.290,3.8760
1k1i,1k1i_306,4.520,6.9590
1h23,1h23_98,2.730,6.5170
1h23,1h23_99,3.970,3.9610
1k1i,1k1i_108,5.050,3.7380
1k1i,1k1i_115,1.640,6.7160
1k1i,1k1i_159,6.060,4.9200
1k1i,1k1i_167,4.180,6.1380
1k1i,1k1i_171,1.650,7.1840
1k1i,1k1i_172,4.900,5.8430
1k1i,1k1i_384,2.000,8.7880
1k1i,1k1i_385,7.410,6.5970
1k1i,1k1i_40,3.300,7.9880
1k1i,1k1i_401,5.460,-11.7580
1k1i,1k1i_404,5.870,-4.8380
1k1i,1k1i_406,4.790,-5.2690
1k1i,1k1i_430,5.000,-10.5850
1k1i,1k1i_434,5.560,-14.8350
1k1i,1k1i_523,6.630,-2.1440
1k1i,1k1i_55,3.810,6.6040
1k1i,1k1i_550,7.960,-1.8510
1k1i,1k1i_563,4.300,-1.8550
1k1i,1k1i_565,7.470,3.9190
1k1i,1k1i_567,7.270,-3.2670
1k1i,1k1i_571,6.140,-0.9810
1k1i,1k1i_576,7.780,-1.6410
1h23,1h23_242,4.680,2.8400
1h23,1h23_253,3.650,4.3170
1h23,1h23_262,4.420,6.4130
1h23,1h23_277,5.720,5.9140
1h23,1h23_296,4.890,4.4000
1h23,1h23_304,1.840,8.4340
1h23,1h23_335,1.860,8.9230
1h23,1h23_347,0.890,8.9450
1k1i,1k1i_692,5.640,-8.2300
1k1i,1k1i_693,6.280,1.3750
1k1i,1k1i_698,7.510,-0.0630
1k1i,1k1i_701,2.680,5.9430
1k1i,1k1i_702,3.030,5.4230
1k1i,1k1i_703,1.330,5.8390
1k1i,1k1i_71,1.970,8.5510
1k1i,1k1i_723,2.850,3.5290
1h23,1h23_163,2.260,7.2370
1h23,1h23_185,1.180,7.8290
1h23,1h23_198,2.850,7.3200
1h23,1h23_205,3.710,4.9280
1h23,1h23_209,5.730,2.7670
1h23,1h23_221,5.120,6.0780
1h23,1h23_238,2.910,7.2350
1h23,1h23_24,3.990,6.4980
1k1i,1k1i_581,5.040,-1.1310
1k1i,1k1i_600,8.020,0.5140
1k1i,1k1i_620,8.370,-5.0210
1k1i,1k1i_650,5.010,-3.7960
1k1i,1k1i_666,7.020,-6.3660
1k1i,1k1i_675,7.920,-9.2700
1k1i,1k1i_68,3.720,7.5020
1k1i,1k1i_69,2.690,7.3680
1k1i,1k1i_79,1.990,8.4200
1k1i,1k1i_826,2.980,6.4060
1k1i,1k1i_871,6.120,6.4700
1k1i,1k1i_896,1.650,8.0050
1k1i,1k1i_900,1.500,6.8720
1k1i,1k1i_919,0.950,5.6300
1k1i,1k1i_938,1.300,5.8770
1k1i,1k1i_942,3.880,4.6660
1h23,1h23_69,4.900,5.0680
1h23,1h23_699,3.860,-10.7860
1h23,1h23_728,1.770,7.3720
1h23,1h23_732,1.930,7.1110
1h23,1h23_77,6.110,5.6060
1h23,1h23_783,1.220,7.0840
1h23,1h23_8,3.950,4.5010
1h23,1h23_81,2.930,5.6540
1h23,1h23_815,1.150,7.6550
1h23,1h23_818,2.650,6.0440
1h23,1h23_82,3.840,3.8610
1h23,1h23_88,5.140,4.3300
1h23,1h23_90,1.610,7.2380
1h23,1h23_913,2.330,7.3840
1h23,1h23_921,3.960,5.0900
1h23,1h23_964,4.150,7.2430
1mq6,1mq6_134,6.780,5.0500
1mq6,1mq6_140,6.000,4.5670
1mq6,1mq6_145,7.110,4.6190
1mq6,1mq6_156,6.090,5.0480
1mq6,1mq6_174,7.050,4.5760
1mq6,1mq6_200,6.080,5.7900
1mq6,1mq6_205,1.000,6.1070
1mq6,1mq6_226,0.890,7.1420
1mq6,1mq6_266,2.060,2.9600
1mq6,1mq6_369,4.960,5.3760
1mq6,1mq6_381,5.560,6.4010
1mq6,1mq6_390,7.120,4.9030
1mq6,1mq6_391,2.160,7.2140
1mq6,1mq6_394,9.360,4.6930
1mq6,1mq6_406,1.340,-8.6250
1mq6,1mq6_409,2.010,-14.2080
1nc3,1nc3_634,3.070,-3.0200
1nc3,1nc3_639,4.850,-3.2690
1nc3,1nc3_646,6.230,-7.1500
1nc3,1nc3_658,7.240,0.7230
1nc3,1nc3_664,5.440,-6.8740
1nc3,1nc3_665,5.750,-0.8980
1nc3,1nc3_667,1.770,-1.4790
1nc3,1nc3_669,4.510,-7.7050
1mq6,1mq6_596,8.850,-13.8580
1mq6,1mq6_598,6.420,-4.7790
1mq6,1mq6_613,3.570,-6.4670
1mq6,1mq6_630,8.940,-3.3250
1mq6,1mq6_632,7.590,-11.6690
1mq6,1mq6_645,8.280,-14.5300
1mq6,1mq6_662,7.470,-6.1410
1mq6,1mq6_677,9.440,-0.5780
1mq6,1mq6_519,5.180,-2.3220
1mq6,1mq6_538,4.740,-7.7310
1mq6,1mq6_541,3.810,-2.8880
1mq6,1mq6_552,5.290,-5.0970
1mq6,1mq6_563,1.600,-10.9870
1mq6,1mq6_578,6.750,3.2520
1mq6,1mq6_585,8.530,-2.0010
1mq6,1mq6_586,6.930,-10.1350
1mq6,1mq6_411,2.480,-15.0220
1mq6,1mq6_416,1.990,-28.9090
1mq6,1mq6_419,1.710,-17.6410
1mq6,1mq6_431,3.910,-37.4020
1mq6,1mq6_432,7.610,-16.7470
1mq6,1mq6_435,3.100,-17.5140
1mq6,1mq6_441,7.510,-12.7980
1mq6,1mq6_451,4.400,-32.7070
1mq6,1mq6_453,4.450,-31.8990
1mq6,1mq6_46,6.990,0.6730
1mq6,1mq6_472,8.070,-17.7240
1mq6,1mq6_482,2.870,-28.2930
1mq6,1mq6_486,3.240,-23.6220
1mq6,1mq6_488,6.960,-25.7850
1mq6,1mq6_489,1.650,-19.8900
1mq6,1mq6_509,8.390,0.8160
1mq6,1mq6_686,8.570,-1.6220
1mq6,1mq6_690,8.280,1.7310
1mq6,1mq6_691,9.710,-1.8890
1mq6,1mq6_695,4.700,-11.6130
1mq6,1mq6_722,0.660,6.3940
1mq6,1mq6_723,0.760,6.1930
1mq6,1mq6_748,6.240,1.6410
1mq6,1mq6_750,1.800,2.3150
1mq6,1mq6_755,8.060,6.4380
1mq6,1mq6_776,4.270,3.2760
1mq6,1mq6_777,4.780,2.0880
1mq6,1mq6_798,0.760,5.4580
1mq6,1mq6_805,1.470,5.6480
1mq6,1mq6_848,1.550,4.3160
1mq6,1mq6_854,5.030,3.1340
1mq6,1mq6_861,7.630,2.0320
1mq6,1mq6_914,2.770,4.5620
1mq6,1mq6_920,4.840,4.6500
1mq6,1mq6_931,4.710,2.9960
1mq6,1mq6_932,7.150,5.4130
1mq6,1mq6_933,5.250,4.4870
1mq6,1mq6_935,3.110,4.9510
1mq6,1mq6_951,3.720,0.7830
1mq6,1mq6_956,5.720,3.9610
1mq6,1mq6_961,4.510,3.4210
1mq6,1mq6_962,2.320,2.4070
1mq6,1mq6_967,7.620,4.9730
1mq6,1mq6_968,5.820,2.4530
1mq6,1mq6_969,3.690,1.5140
1mq6,1mq6_970,6.270,2.5610
1mq6,1mq6_974,3.610,3.7840
1mq6,1mq6_975,8.190,3.5490
1mq6,1mq6_882,2.060,1.0840
1mq6,1mq6_886,0.510,5.6090
1mq6,1mq6_889,1.860,3.3160
1mq6,1mq6_891,0.980,6.2290
1mq6,1mq6_902,1.630,4.7670
1mq6,1mq6_907,1.000,3.6070
1mq6,1mq6_909,0.970,6.1620
1mq6,1mq6_910,2.020,4.5880
1k1i,1k1i_97,1.960,8.4380
1lpg,1lpg_106,4.050,6.0690
1lpg,1lpg_122,8.160,5.7320
1lpg,1lpg_149,3.620,6.2450
1lpg,1lpg_16,5.160,4.7460
1lpg,1lpg_198,7.530,6.6510
1lpg,1lpg_212,1.610,4.1940
1lpg,1lpg_227,0.960,4.7630
1lpg,1lpg_925,3.730,6.2730
1lpg,1lpg_958,4.120,3.7740
1lpg,1lpg_972,2.850,5.3080
1lpg,1lpg_98,3.950,5.7350
1lpg,1lpg_994,2.450,5.5780
1mq6,1mq6_110,5.980,5.7090
1mq6,1mq6_126,9.580,4.1670
1mq6,1mq6_129,0.700,8.6000
1lpg,1lpg_619,6.300,-3.3450
1lpg,1lpg_623,5.560,-19.0100
1lpg,1lpg_639,8.180,-3.8790
1lpg,1lpg_642,8.430,-0.8210
1lpg,1lpg_645,6.050,-6.5170
1lpg,1lpg_646,9.140,-14.0730
1lpg,1lpg_656,8.190,-4.0010
1lpg,1lpg_665,8.670,-17.3150
1nc3,1nc3_681,6.370,-8.1170
1nc3,1nc3_688,3.000,-6.1510
1nc3,1nc3_692,2.370,-5.4830
1nc3,1nc3_695,6.050,-8.3620
1nc3,1nc3_696,5.140,-9.1910
1nc3,1nc3_698,6.150,-4.4940
1nc3,1nc3_699,6.370,-3.8060
1nc3,1nc3_735,1.020,7.2020
1lpg,1lpg_319,4.220,6.2560
1lpg,1lpg_320,5.240,5.4330
1lpg,1lpg_323,9.520,5.4280
1lpg,1lpg_327,6.190,4.7150
1lpg,1lpg_348,8.580,5.4110
1lpg,1lpg_398,3.270,6.9420
1lpg,1lpg_403,5.050,-26.0610
1lpg,1lpg_404,4.580,-9.3020
1lpg,1lpg_266,1.020,3.3510
1lpg,1lpg_273,2.750,0.8160
1lpg,1lpg_282,0.870,5.3940
1lpg,1lpg_285,0.760,5.7600
1lpg,1lpg_286,0.660,5.6540
1lpg,1lpg_290,1.370,3.5960
1lpg,1lpg_296,2.710,0.4130
1lpg,1lpg_311,6.160,6.5160
1lpg,1lpg_237,1.010,5.2120
1lpg,1lpg_239,3.470,3.5670
1lpg,1lpg_244,0.750,4.7890
1lpg,1lpg_249,5.160,3.8590
1lpg,1lpg_253,0.780,5.5620
1lpg,1lpg_254,0.740,2.5850
1lpg,1lpg_256,0.980,2.8100
1lpg,1lpg_262,1.620,4.9220
1lpg,1lpg_532,9.410,-1.1930
1lpg,1lpg_538,2.490,-4.3440
1lpg,1lpg_539,7.010,-11.5190
1lpg,1lpg_551,6.490,-3.7890
1lpg,1lpg_552,4.930,-2.4240
1lpg,1lpg_555,8.820,-6.9370
1lpg,1lpg_556,3.390,-14.2280
1lpg,1lpg_559,3.330,-14.7360
1lpg,1lpg_562,9.120,-4.2360
1lpg,1lpg_570,6.030,-12.1770
1lpg,1lpg_575,7.510,-1.0390
1lpg,1lpg_582,7.280,-2.4060
1lpg,1lpg_585,9.300,4.6000
1lpg,1lpg_589,2.120,-4.2240
1lpg,1lpg_599,9.970,-4.9710
1lpg,1lpg_61,3.540,5.1730
1lpg,1lpg_447,4.530,-6.3730
1lpg,1lpg_448,6.730,-7.7670
1lpg,1lpg_451,9.800,-14.3250
1lpg,1lpg_455,4.230,-19.3370
1lpg,1lpg_460,5.750,-14.0690
1lpg,1lpg_462,1.810,-20.3170
1lpg,1lpg_468,9.020,-11.7020
1lpg,1lpg_480,2.560,-25.8980
1lpg,1lpg_488,6.670,-6.1680
1lpg,1lpg_492,4.090,-14.1050
1lpg,1lpg_495,8.560,-9.4850
1lpg,1lpg_497,7.560,-9.6780
1lpg,1lpg_499,9.120,-19.5170
1lpg,1lpg_500,6.770,-18.2260
1lpg,1lpg_514,3.560,-10.2960
1lpg,1lpg_522,7.850,-0.1960
1lpg,1lpg_405,8.500,-10.6240
1lpg,1lpg_407,1.940,-29.5930
1lpg,1lpg_41,9.530,3.9860
1lpg,1lpg_412,7.140,-4.3620
1lpg,1lpg_420,2.240,-17.2070
1lpg,1lpg_434,1.890,-18.0290
1lpg,1lpg_441,2.170,-21.8660
1lpg,1lpg_444,4.440,-14.3370
1lpg,1lpg_670,7.840,-4.6070
1lpg,1lpg_678,5.870,-14.4710
1lpg,1lpg_679,7.820,-8.0290
1lpg,1lpg_687,8.390,-1.9000
1lpg,1lpg_695,6.000,-1.0260
1lpg,1lpg_703,0.750,4.3600
1lpg,1lpg_733,1.290,5.0430
1lpg,1lpg_734,0.960,1.3390
1lpg,1lpg_740,4.970,5.1050
1lpg,1lpg_75,7.460,5.7600
1lpg,1lpg_750,5.010,4.9890
1lpg,1lpg_751,6.000,5.6570
1lpg,1lpg_791,3.000,2.4020
1lpg,1lpg_86,1.860,6.9520
1lpg,1lpg_866,6.180,3.8650
1lpg,1lpg_885,3.860,4.1130
1o0h,1o0h_109,9.410,3.7410
1o0h,1o0h_121,9.340,3.2290
1o0h,1o0h_122,4.920,3.7370
1o0h,1o0h_133,6.140,3.3230
1o0h,1o0h_146,5.080,3.6100
1o0h,1o0h_150,2.980,2.6180
1o0h,1o0h_153,5.770,2.4160
1o0h,1o0h_168,1.860,4.9900
1o0h,1o0h_233,9.590,4.2860
1o0h,1o0h_251,3.670,-1.5930
1o0h,1o0h_253,1.140,3.8510
1o0h,1o0h_254,0.730,4.4560
1o0h,1o0h_263,1.810,-0.4790
1o0h,1o0h_272,0.770,5.5070
1o0h,1o0h_280,9.650,0.9570
1o0h,1o0h_281,1.910,3.6380
1o0h,1o0h_172,8.690,4.0570
1o0h,1o0h_178,7.360,3.3450
1o0h,1o0h_187,8.390,3.2070
1o0h,1o0h_194,6.980,4.4260
1o0h,1o0h_203,6.990,0.3940
1o0h,1o0h_208,9.900,1.7330
1o0h,1o0h_209,7.230,-1.3190
1o0h,1o0h_217,8.960,3.1090
1nc3,1nc3_807,0.800,8.4350
1nc3,1nc3_814,0.680,8.1310
1nc3,1nc3_895,0.500,8.4770
1nc3,1nc3_940,0.680,7.7700
1nvq,1nvq_402,2.650,-8.6110
1nvq,1nvq_405,0.920,9.7190
1nvq,1nvq_410,4.940,-6.9340
1nvq,1nvq_412,0.870,6.9580
1o0h,1o0h_284,0.390,5.2500
1o0h,1o0h_292,2.280,1.6790
1o0h,1o0h_313,6.710,4.9320
1o0h,1o0h_353,0.920,6.3470
1o0h,1o0h_374,9.030,5.2640
1o0h,1o0h_40,7.450,4.9070
1o0h,1o0h_418,9.120,-4.9360
1o0h,1o0h_419,5.810,-8.3330
1o0h,1o0h_431,8.470,-4.1470
1o0h,1o0h_436,6.820,2.2710
1o0h,1o0h_439,4.280,-11.3780
1o0h,1o0h_450,8.630,-10.3160
1o0h,1o0h_457,8.210,-21.5480
1o0h,1o0h_459,7.050,0.1020
1o0h,1o0h_463,6.250,-0.4010
1o0h,1o0h_466,8.110,-10.5530
1o0h,1o0h_472,8.120,-10.5110
1o0h,1o0h_474,7.840,-4.4950
1o0h,1o0h_482,7.580,-10.7020
1o0h,1o0h_488,6.840,-18.0640
1o0h,1o0h_502,2.410,-7.6880
1o0h,1o0h_507,4.010,-3.5480
1o0h,1o0h_511,2.030,3.9930
1o0h,1o0h_514,5.640,-1.6660
1o5b,1o5b_764,7.570,1.8760
1o5b,1o5b_765,6.240,2.4260
1o5b,1o5b_79,3.060,3.0240
1o5b,1o5b_807,6.230,1.8110
1o5b,1o5b_813,6.650,2.6670
1o5b,1o5b_827,8.730,0.5170
1o5b,1o5b_832,6.490,1.5680
1o5b,1o5b_836,7.400,2.7400
1o5b,1o5b_396,0.560,6.0350
1o5b,1o5b_400,0.410,6.0070
1o5b,1o5b_406,4.780,-0.0450
1o5b,1o5b_413,1.930,-3.3690
1o5b,1o5b_419,1.200,0.4150
1o5b,1o5b_421,0.750,3.7370
1o5b,1o5b_423,0.920,2.2810
1o5b,1o5b_432,1.270,2.6230
1o5b,1o5b_744,3.000,3.2640
1o5b,1o5b_747,8.150,-0.6820
1o5b,1o5b_750,8.420,0.9120
1o5b,1o5b_751,8.770,0.7710
1o5b,1o5b_755,8.280,1.2260
1o5b,1o5b_756,6.410,2.4360
1o5b,1o5b_760,8.310,1.8830
1o5b,1o5b_762,6.060,2.3890
1o5b,1o5b_844,7.690,2.6420
1o5b,1o5b_857,7.500,2.6240
1o5b,1o5b_860,7.550,2.5680
1o5b,1o5b_865,8.010,-0.1150
